Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Einzelhandelsrelevante Kaufkraft;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Siedlungs- und Verkehrsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erholungsfläche;Erreichbarkeit von Mittelzentren;Erreichbarkeit von Oberzentren;Nahversorgung Supermärkte Durchschnittsdistanz;Nahversorgung Apotheken Durchschnittsdistanz;Arbeitslose
;;;2015;2015;2016;2017;2018;2019;2020;2021;2022;2016;2017;2018;2019;2020;2021;2022;2021;2021;2021;2021;2015
"14524320";"Wilkau-Haßlau, Stadt";"Gemeinden";"20.141,70";"6.124,49";"32,33";"32,41";"32,49";"32,57";"32,57";"33,44";"33,52";"2,37";"2,37";"2,37";"2,37";"2,29";"2,53";"2,53";"9,39";"9,39";"694,85";"1.008,75";"338,00"
"14524330";"Zwickau, Stadt";"Gemeinden";"20.778,64";"6.505,19";"39,74";"39,80";"40,15";"40,30";"40,41";"40,53";"40,91";"3,70";"3,71";"3,81";"3,85";"3,89";"3,92";"4,03";"0,00";"0,00";"571,97";"640,20";"3.570,00"
"14612000";"Dresden, Stadt";"Gemeinden";"20.740,44";"6.613,82";"41,70";"41,85";"42,20";"43,00";"43,31";"43,60";"44,01";"5,09";"5,14";"5,26";"5,56";"5,62";"5,71";"5,86";"0,00";"0,00";"423,26";"546,42";"22.489,00"
"14625010";"Arnsdorf";"Gemeinden";"20.522,54";"6.162,95";"11,01";"11,04";"11,12";"11,12";"11,24";"11,26";"11,32";"0,81";"0,78";"0,78";"0,78";"0,78";"0,78";"0,78";"7,83";"30,18";"1.410,83";"1.339,61";"124,00"
"14625020";"Bautzen / Budyšin, Stadt";"Gemeinden";"20.453,66";"6.614,52";"27,11";"27,36";"27,36";"27,54";"27,67";"27,73";"27,79";"3,28";"3,30";"3,31";"3,36";"3,34";"3,34";"3,34";"0,00";"0,00";"444,00";"725,48";"2.476,00"
"14625030";"Bernsdorf, Stadt";"Gemeinden";"17.841,61";"5.837,06";"11,49";"11,63";"11,71";"11,79";"11,94";"11,98";"12,04";"0,72";"0,72";"0,72";"0,72";"0,72";"0,72";"0,70";"14,98";"17,64";"1.368,12";"1.477,25";"311,00"
"14625040";"Bischofswerda, Stadt";"Gemeinden";"19.185,97";"6.165,82";"16,25";"16,30";"16,30";"16,34";"16,47";"16,51";"16,53";"1,17";"1,17";"1,19";"1,19";"1,30";"1,30";"1,30";"21,67";"21,67";"814,87";"1.036,49";"642,00"
"14625060";"Burkau / Porchow";"Gemeinden";"19.972,50";"5.602,96";"10,66";"10,75";"10,88";"10,88";"10,94";"10,97";"11,07";"0,41";"0,41";"0,41";"0,41";"0,38";"0,41";"0,41";"18,02";"18,02";"2.581,65";"4.690,84";"70,00"
"14625080";"Crostwitz / Chrósćicy";"Gemeinden";"18.506,94";"5.095,44";"6,53";"6,60";"6,68";"6,68";"6,75";"6,83";"6,98";"0,38";"0,38";"0,38";"0,38";"0,38";"0,45";"0,38";"15,09";"16,17";"4.382,63";"4.389,61";"18,00"
"14625090";"Cunewalde";"Gemeinden";"20.268,82";"6.264,65";"12,68";"12,72";"12,72";"12,80";"12,95";"13,02";"13,03";"1,20";"1,24";"1,24";"1,24";"1,24";"1,20";"1,20";"11,25";"18,90";"823,37";"1.717,44";"182,00"
"14625100";"Demitz-Thumitz";"Gemeinden";"20.413,78";"6.114,81";"11,76";"11,76";"11,75";"11,80";"12,04";"12,04";"12,09";"0,62";"0,62";"0,62";"0,62";"0,71";"0,71";"0,71";"16,41";"16,41";"1.365,94";"1.315,52";"111,00"
"14625110";"Doberschau-Gaußig / Dobruša-Huska";"Gemeinden";"20.363,07";"6.271,78";"9,58";"9,61";"9,66";"9,78";"9,81";"9,86";"9,93";"0,64";"0,64";"0,62";"0,59";"0,59";"0,59";"0,59";"8,62";"8,62";"3.493,26";"3.946,36";"148,00"
"14625120";"Elsterheide / Halštrowska Hola";"Gemeinden";"19.169,33";"5.922,00";"5,77";"5,79";"5,79";"5,90";"6,07";"6,10";"6,13";"0,39";"0,39";"0,39";"0,41";"0,43";"0,45";"0,47";"5,38";"5,38";"3.651,34";"4.552,05";"74,00"
"14625130";"Elstra / Halštrow, Stadt";"Gemeinden";"19.114,43";"5.814,03";"7,75";"7,78";"7,78";"7,85";"7,91";"7,97";"8,06";"0,61";"0,61";"0,61";"0,61";"0,55";"0,58";"0,58";"9,49";"20,53";"834,54";"1.356,52";"63,00"
"14625140";"Frankenthal";"Gemeinden";"19.301,99";"5.323,29";"8,06";"8,17";"8,17";"8,17";"8,27";"8,27";"8,38";"0,64";"0,64";"0,64";"0,64";"0,53";"0,53";"0,53";"17,79";"24,86";"2.926,88";"5.026,95";"30,00"
"14625150";"Göda / Hodźij";"Gemeinden";"20.248,95";"5.626,84";"9,15";"9,15";"9,17";"9,22";"9,27";"9,31";"9,38";"0,42";"0,42";"0,39";"0,39";"0,39";"0,39";"0,39";"9,13";"9,13";"2.416,98";"6.105,07";"89,00"
"14625160";"Großdubrau / Wulka Dubrawa";"Gemeinden";"19.911,36";"5.639,20";"10,03";"10,05";"10,11";"10,16";"10,24";"10,29";"10,35";"2,07";"2,07";"2,08";"2,08";"2,07";"2,07";"2,07";"15,16";"15,16";"1.982,16";"2.286,82";"157,00"
"14625170";"Großharthau";"Gemeinden";"18.392,93";"5.764,33";"7,62";"7,67";"7,70";"7,81";"7,89";"7,99";"8,10";"0,56";"0,54";"0,54";"0,54";"0,54";"0,54";"0,54";"19,74";"25,00";"1.958,21";"5.108,13";"91,00"
"14625180";"Großnaundorf";"Gemeinden";"20.651,63";"5.617,85";"4,47";"4,54";"4,54";"4,54";"4,54";"4,60";"4,60";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"14,98";"28,73";"5.012,32";"5.467,08";"21,00"
"14625190";"Großpostwitz/O.L. / Budestecy";"Gemeinden";"20.643,47";"6.226,88";"12,81";"12,86";"12,80";"12,86";"12,99";"12,99";"13,05";"1,58";"1,58";"1,58";"1,52";"1,52";"1,46";"1,46";"9,39";"9,39";"1.020,52";"1.119,76";"98,00"
"14625200";"Großröhrsdorf, Stadt";"Gemeinden";"20.039,26";"6.047,28";"16,28";"15,78";"15,88";"15,95";"16,10";"16,24";"16,29";"1,47";"1,20";"1,17";"1,17";"1,20";"1,22";"1,20";"9,53";"24,02";"1.144,22";"1.879,86";"329,00"
"14625220";"Haselbachtal";"Gemeinden";"19.639,34";"5.659,65";"8,51";"8,53";"8,56";"8,64";"8,69";"8,83";"8,85";"0,61";"0,61";"0,61";"0,61";"0,59";"0,59";"0,59";"10,32";"29,18";"2.479,42";"5.630,96";"84,00"
"14625230";"Hochkirch / Bukecy";"Gemeinden";"19.417,48";"6.101,60";"7,11";"7,16";"7,16";"7,21";"7,26";"7,26";"7,28";"0,38";"0,38";"0,38";"0,38";"0,38";"0,36";"0,36";"9,89";"14,21";"1.952,80";"6.816,10";"91,00"
"14625240";"Hoyerswerda / Wojerecy, Stadt";"Gemeinden";"19.806,38";"6.979,08";"19,12";"19,17";"19,20";"19,29";"19,32";"19,52";"19,51";"2,12";"2,14";"2,19";"2,21";"2,21";"2,32";"2,37";"0,00";"0,00";"585,58";"916,14";"2.290,00"
"14625250";"Kamenz / Kamjenc, Stadt";"Gemeinden";"18.412,23";"6.231,10";"13,42";"13,48";"13,53";"13,59";"13,66";"13,72";"13,80";"1,10";"1,10";"1,09";"1,13";"1,13";"1,13";"1,14";"0,00";"28,06";"1.440,97";"1.598,74";"736,00"
"14625270";"Königsbrück, Stadt";"Gemeinden";"20.255,49";"5.770,55";"4,79";"4,88";"5,05";"5,12";"5,20";"5,25";"5,30";"0,37";"0,37";"0,37";"0,40";"0,40";"0,40";"0,41";"19,10";"29,90";"1.086,26";"1.091,07";"112,00"
"14625280";"Königswartha / Rakecy";"Gemeinden";"18.007,62";"5.983,70";"8,50";"8,52";"8,52";"8,54";"8,63";"8,67";"8,69";"0,61";"0,61";"0,61";"0,61";"0,59";"0,59";"0,59";"19,37";"19,37";"1.406,72";"1.827,78";"185,00"
"14625290";"Kubschütz / Kubšicy";"Gemeinden";"18.209,75";"5.337,66";"12,37";"12,40";"12,42";"12,47";"12,49";"12,60";"12,60";"0,41";"0,41";"0,41";"0,41";"0,41";"0,41";"0,41";"9,50";"9,50";"2.120,56";"4.062,83";"90,00"
"14625300";"Laußnitz";"Gemeinden";"20.480,46";"5.696,40";"5,72";"5,72";"5,72";"5,74";"5,78";"5,78";"5,81";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"20,62";"26,57";"1.394,22";"3.334,72";"35,00"
"14625310";"Lauta, Stadt";"Gemeinden";"17.967,36";"6.418,22";"19,20";"19,20";"19,22";"19,25";"19,29";"19,32";"19,32";"0,78";"0,78";"0,78";"0,81";"0,81";"0,83";"0,76";"13,99";"13,99";"1.090,74";"1.463,22";"492,00"
"14625320";"Lichtenberg";"Gemeinden";"20.271,21";"5.706,64";"8,22";"8,22";"8,29";"8,29";"8,29";"8,29";"8,29";"0,34";"0,34";"0,27";"0,27";"0,27";"0,27";"0,27";"8,85";"25,50";"2.350,89";"3.967,09";"39,00"
"14625330";"Lohsa / Łaz";"Gemeinden";"19.052,80";"6.071,66";"6,94";"6,95";"6,95";"6,95";"7,02";"6,96";"6,99";"0,77";"0,77";"0,77";"0,77";"0,80";"0,83";"0,86";"17,81";"17,81";"2.163,67";"3.507,30";"204,00"
"14625340";"Malschwitz / Malešecy";"Gemeinden";"19.339,07";"5.694,71";"7,39";"7,40";"7,38";"7,41";"7,43";"7,47";"7,54";"0,50";"0,50";"0,50";"0,50";"0,50";"0,50";"0,51";"12,18";"12,18";"4.126,49";"6.429,60";"199,00"
"14625350";"Nebelschütz / Njebjelčicy";"Gemeinden";"18.244,56";"4.973,06";"7,11";"7,11";"7,15";"7,15";"7,20";"7,20";"7,28";"0,65";"0,65";"0,65";"0,65";"0,65";"0,65";"0,70";"8,05";"24,14";"3.443,96";"3.669,16";"17,00"
"14625360";"Neschwitz / Njeswačidło";"Gemeinden";"19.366,07";"6.237,69";"6,85";"6,87";"6,87";"6,89";"6,93";"6,98";"7,02";"0,63";"0,63";"0,63";"0,63";"0,63";"0,61";"0,61";"15,77";"15,77";"1.990,98";"2.030,89";"81,00"
"14625370";"Neukirch";"Gemeinden";"18.733,49";"5.857,92";"5,78";"5,65";"5,68";"5,68";"5,70";"5,75";"5,80";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"12,30";"34,96";"3.526,14";"3.879,72";"48,00"
"14625380";"Neukirch/Lausitz";"Gemeinden";"19.956,65";"6.104,08";"15,35";"15,49";"15,54";"15,82";"16,15";"16,24";"16,34";"0,75";"0,75";"0,75";"0,75";"0,75";"0,75";"0,75";"17,22";"17,22";"519,22";"906,76";"238,00"
"14625390";"Obergurig / Hornja Hórka";"Gemeinden";"21.443,69";"5.753,38";"17,94";"18,13";"18,13";"18,33";"18,43";"18,43";"18,53";"1,22";"1,22";"1,22";"1,22";"1,22";"1,22";"1,22";"8,99";"8,99";"2.886,78";"2.728,93";"63,00"
"14625410";"Ohorn";"Gemeinden";"21.155,52";"5.677,28";"16,18";"16,35";"16,51";"16,60";"16,68";"16,76";"16,93";"0,92";"0,92";"0,92";"0,92";"0,92";"0,92";"0,92";"11,75";"18,82";"2.023,59";"2.600,50";"36,00"
"14625420";"Oßling / Wóslink";"Gemeinden";"18.764,96";"5.636,55";"5,99";"5,99";"5,99";"6,06";"6,13";"6,15";"6,20";"0,59";"0,59";"0,59";"0,59";"0,59";"0,59";"0,59";"13,89";"18,59";"5.643,59";"6.226,22";"58,00"
"14625430";"Ottendorf-Okrilla";"Gemeinden";"21.680,68";"6.204,58";"26,92";"27,03";"27,07";"27,23";"27,34";"27,46";"27,61";"2,47";"2,47";"2,47";"2,43";"2,43";"2,43";"2,43";"13,57";"18,38";"1.415,96";"1.747,14";"194,00"
"14625440";"Panschwitz-Kuckau / Pančicy-Kukow";"Gemeinden";"19.152,34";"5.143,52";"7,37";"7,37";"7,49";"7,54";"7,67";"7,71";"7,71";"0,30";"0,30";"0,30";"0,34";"0,34";"0,34";"0,34";"11,23";"16,84";"1.444,67";"1.496,46";"41,00"
"14625450";"Pulsnitz, Stadt";"Gemeinden";"20.227,74";"5.855,61";"13,76";"13,79";"13,83";"13,90";"14,13";"14,35";"14,35";"1,57";"1,61";"1,61";"1,57";"1,57";"1,61";"1,61";"12,58";"21,51";"1.166,11";"1.540,04";"192,00"
"14625460";"Puschwitz / Bóšicy";"Gemeinden";"16.998,64";"5.619,10";"10,26";"10,26";"10,26";"10,35";"10,35";"10,35";"10,43";"0,17";"0,17";"0,17";"0,25";"0,17";"0,17";"0,17";"16,83";"16,83";"3.511,92";"3.631,61";"41,00"
"14625470";"Räckelwitz / Worklecy";"Gemeinden";"18.462,99";"4.941,73";"8,95";"9,04";"9,12";"9,21";"9,30";"9,30";"9,38";"0,52";"0,52";"0,52";"0,52";"0,52";"0,52";"0,52";"15,04";"21,53";"3.491,15";"3.692,14";"17,00"
"14625480";"Radeberg, Stadt";"Gemeinden";"22.168,98";"6.321,55";"26,89";"27,05";"27,22";"27,32";"27,56";"27,76";"27,86";"3,05";"3,08";"3,15";"3,15";"3,32";"3,32";"3,32";"0,00";"22,35";"671,36";"1.073,76";"637,00"
"14625490";"Radibor / Radwor";"Gemeinden";"18.929,60";"5.740,33";"7,05";"7,07";"7,10";"7,10";"7,16";"7,21";"7,21";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"0,19";"11,13";"11,13";"3.750,24";"4.791,67";"96,00"
"14625500";"Ralbitz-Rosenthal / Ralbicy-Róžant";"Gemeinden";"17.292,00";"4.798,33";"4,91";"4,95";"5,04";"5,07";"5,14";"5,17";"5,20";"0,25";"0,25";"0,25";"0,25";"0,25";"0,28";"0,25";"16,73";"25,15";"6.691,66";"6.800,83";"44,00"
"14625510";"Rammenau";"Gemeinden";"19.991,35";"5.487,41";"10,87";"10,97";"10,97";"10,97";"11,06";"11,15";"11,15";"0,93";"0,93";"0,93";"0,93";"0,93";"0,93";"0,93";"18,04";"18,04";"3.731,94";"4.125,83";"32,00"
"14625525";"Schirgiswalde-Kirschau, Stadt";"Gemeinden";"19.824,94";"6.028,79";"16,47";"16,56";"16,64";"16,72";"16,93";"17,01";"17,09";"1,44";"1,44";"1,44";"1,48";"1,44";"1,44";"1,44";"16,90";"16,90";"1.476,71";"1.064,96";"212,00"
"14625530";"Schmölln-Putzkau";"Gemeinden";"19.928,09";"6.085,12";"10,90";"10,90";"10,93";"10,99";"11,05";"11,08";"11,14";"0,43";"0,43";"0,43";"0,39";"0,39";"0,39";"0,39";"22,53";"22,53";"2.758,24";"3.175,23";"113,00"
"14625550";"Schwepnitz";"Gemeinden";"19.469,59";"5.847,23";"5,91";"5,93";"5,93";"5,96";"5,82";"5,87";"5,89";"0,27";"0,27";"0,25";"0,25";"0,25";"0,25";"0,25";"18,40";"27,84";"2.252,97";"2.028,21";"92,00"
"14625560";"Sohland a. d. Spree";"Gemeinden";"19.485,36";"5.863,49";"13,65";"13,67";"13,70";"13,75";"13,75";"13,97";"14,02";"1,05";"1,02";"1,05";"1,02";"1,02";"1,05";"1,05";"20,62";"20,62";"1.803,98";"2.045,57";"272,00"
"14625570";"Spreetal / Sprjewiny Doł";"Gemeinden";"18.430,88";"5.844,13";"8,60";"8,60";"8,61";"8,64";"8,67";"8,68";"8,69";"0,32";"0,32";"0,31";"0,31";"0,31";"0,31";"0,33";"12,65";"12,65";"5.530,83";"7.193,23";"76,00"
"14625580";"Steina";"Gemeinden";"20.403,75";"5.789,15";"8,71";"8,71";"8,87";"8,95";"8,95";"9,03";"9,19";"0,64";"0,64";"0,64";"0,56";"0,56";"0,56";"0,56";"14,67";"24,05";"2.655,95";"3.844,32";"26,00"
"14625590";"Steinigtwolmsdorf";"Gemeinden";"19.314,05";"6.099,13";"11,26";"11,31";"11,37";"11,37";"11,43";"11,42";"11,47";"1,05";"1,05";"1,05";"1,05";"1,05";"1,05";"1,05";"22,99";"22,99";"1.175,53";"3.370,27";"117,00"
"14625600";"Wachau";"Gemeinden";"21.110,14";"5.621,73";"10,31";"10,36";"10,39";"10,39";"10,42";"10,52";"10,42";"0,71";"0,71";"0,73";"0,71";"0,73";"0,73";"0,73";"6,22";"24,03";"2.474,51";"4.131,75";"76,00"
"14625610";"Weißenberg / Wóspork, Stadt";"Gemeinden";"19.290,70";"5.718,67";"8,73";"8,75";"8,77";"8,85";"8,89";"8,95";"8,97";"0,27";"0,27";"0,26";"0,26";"0,26";"0,24";"0,24";"13,19";"16,44";"2.608,02";"2.939,86";"116,00"
"14625630";"Wilthen, Stadt";"Gemeinden";"19.732,97";"6.232,19";"13,91";"14,03";"14,03";"14,14";"14,20";"14,32";"14,38";"0,82";"0,82";"0,82";"0,82";"0,76";"0,76";"0,76";"14,44";"14,44";"661,99";"837,38";"286,00"
"14625640";"Wittichenau / Kulow, Stadt";"Gemeinden";"18.315,00";"5.836,25";"8,31";"8,34";"8,37";"8,42";"8,47";"8,52";"8,54";"0,82";"0,82";"0,82";"0,82";"0,82";"0,82";"0,82";"10,56";"10,56";"1.498,04";"1.700,03";"136,00"
"14626010";"Bad Muskau / Mužakow, Stadt";"Gemeinden";"18.672,55";"6.382,33";"30,95";"30,95";"30,95";"30,95";"31,01";"31,01";"31,01";"17,04";"17,04";"16,97";"16,97";"16,97";"16,97";"16,97";"8,46";"41,76";"951,84";"1.098,96";"245,00"
"14626020";"Beiersdorf";"Gemeinden";"19.730,44";"5.753,19";"22,64";"22,64";"22,64";"22,64";"22,64";"22,64";"22,64";"7,60";"7,60";"7,60";"7,60";"7,60";"7,60";"7,60";"12,95";"20,73";"2.184,72";"3.019,56";"55,00"
"14626030";"Bernstadt a. d. Eigen, Stadt";"Gemeinden";"17.684,39";"6.008,28";"6,83";"6,83";"6,85";"6,85";"6,85";"6,85";"6,87";"0,46";"0,46";"0,46";"0,46";"0,46";"0,46";"0,46";"17,31";"25,43";"1.157,96";"1.921,98";"156,00"
"14626050";"Bertsdorf-Hörnitz";"Gemeinden";"18.220,70";"5.775,18";"10,44";"11,06";"11,06";"11,06";"11,17";"11,17";"11,17";"0,89";"1,50";"1,50";"1,50";"1,44";"1,44";"1,44";"5,85";"40,22";"2.134,13";"3.329,56";"69,00"
"14626060";"Boxberg/O.L. / Hamor";"Gemeinden";"18.934,20";"6.329,84";"9,17";"9,20";"9,20";"9,19";"9,20";"9,18";"9,34";"0,99";"1,00";"1,00";"1,00";"1,00";"0,99";"1,01";"16,23";"35,38";"4.991,84";"5.140,58";"196,00"
"14626070";"Dürrhennersdorf";"Gemeinden";"18.739,97";"5.776,24";"12,51";"12,51";"12,51";"12,61";"12,61";"12,61";"12,61";"1,68";"1,68";"1,68";"1,59";"1,59";"1,59";"1,59";"10,19";"28,31";"3.421,27";"5.365,27";"36,00"
"14626085";"Ebersbach-Neugersdorf, Stadt";"Gemeinden";"19.125,36";"6.468,88";"38,68";"43,52";"43,77";"43,77";"43,81";"43,91";"43,91";"7,19";"10,17";"10,12";"10,12";"10,12";"10,07";"10,07";"14,61";"25,59";"572,77";"752,12";"725,00"
"14626100";"Gablenz / Jabłońc";"Gemeinden";"19.953,68";"5.874,87";"12,01";"12,01";"12,08";"12,08";"12,08";"12,14";"13,16";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"2,31";"5,04";"41,45";"3.762,53";"3.724,92";"54,00"
"14626110";"Görlitz, Stadt";"Gemeinden";"19.625,84";"6.778,93";"35,19";"35,19";"35,09";"35,12";"35,13";"35,21";"35,21";"4,95";"4,93";"5,44";"5,44";"5,45";"5,51";"5,51";"0,00";"0,00";"601,75";"755,24";"4.115,00"
"14626120";"Groß Düben / Dźěwin";"Gemeinden";"19.029,99";"5.615,40";"12,00";"12,02";"12,02";"12,02";"12,08";"12,21";"12,21";"2,39";"2,32";"2,32";"2,32";"2,32";"2,32";"2,26";"12,45";"36,26";"1.451,08";"3.510,44";"33,00"
"14626140";"Großschönau";"Gemeinden";"18.700,70";"6.390,69";"19,48";"19,48";"19,52";"19,52";"19,56";"19,56";"19,56";"4,37";"4,32";"4,32";"4,32";"4,32";"4,32";"4,32";"13,93";"43,81";"684,80";"1.112,38";"300,00"
"14626150";"Großschweidnitz";"Gemeinden";"17.526,19";"5.609,58";"20,08";"21,69";"21,69";"21,69";"21,69";"21,55";"21,55";"1,74";"3,08";"3,08";"3,08";"3,08";"3,08";"3,08";"7,26";"27,75";"1.956,31";"3.406,19";"45,00"
"14626160";"Hähnichen";"Gemeinden";"18.248,21";"5.667,65";"6,77";"6,77";"6,77";"6,77";"6,77";"6,77";"6,77";"0,74";"0,74";"0,74";"0,74";"0,74";"0,74";"0,74";"13,97";"34,99";"6.128,50";"6.035,60";"56,00"
"14626170";"Hainewalde";"Gemeinden";"18.775,86";"5.758,53";"11,96";"11,96";"11,96";"11,96";"12,35";"14,97";"15,05";"0,77";"0,77";"0,77";"0,77";"0,85";"1,08";"1,08";"10,46";"44,82";"3.439,69";"3.458,28";"47,00"
"14626180";"Herrnhut, Stadt";"Gemeinden";"17.533,74";"5.721,75";"9,21";"9,23";"9,24";"9,60";"9,97";"9,98";"10,00";"0,80";"0,80";"0,80";"1,04";"1,17";"1,17";"1,17";"12,68";"34,81";"2.213,45";"2.408,69";"257,00"
"14626190";"Hohendubrau / Wysoka Dubrawa";"Gemeinden";"18.169,09";"5.708,98";"8,21";"8,23";"8,23";"8,26";"8,26";"8,28";"8,21";"1,27";"1,27";"1,27";"1,27";"1,27";"1,27";"1,27";"16,16";"21,12";"5.784,06";"6.387,30";"69,00"
"14626200";"Horka";"Gemeinden";"18.767,18";"5.805,68";"10,22";"10,22";"10,34";"10,61";"10,44";"10,44";"10,46";"1,44";"1,44";"1,44";"1,44";"1,44";"1,44";"1,44";"7,44";"24,17";"4.501,51";"4.864,91";"70,00"
"14626210";"Jonsdorf, Kurort";"Gemeinden";"19.770,04";"6.010,96";"13,40";"13,51";"17,72";"17,72";"17,72";"17,72";"17,72";"1,77";"1,77";"5,43";"5,43";"5,43";"5,43";"5,43";"12,54";"46,73";"872,10";"4.318,96";"47,00"
"14626230";"Kodersdorf";"Gemeinden";"19.477,06";"5.482,34";"12,29";"13,87";"13,87";"13,89";"13,78";"13,78";"13,92";"0,59";"1,67";"1,67";"1,67";"1,65";"1,65";"1,65";"7,89";"17,04";"1.922,72";"1.980,42";"101,00"
"14626240";"Königshain";"Gemeinden";"19.882,14";"5.865,83";"7,87";"7,87";"7,87";"7,87";"7,87";"7,92";"7,92";"0,61";"0,61";"0,61";"0,66";"0,66";"0,66";"0,66";"14,99";"14,99";"6.176,73";"6.256,34";"41,00"
"14626245";"Kottmar";"Gemeinden";"18.900,55";"6.035,00";"13,56";"13,71";"14,51";"15,48";"15,48";"15,48";"15,50";"1,65";"1,71";"1,96";"2,47";"2,47";"2,47";"2,47";"16,52";"33,03";"2.565,57";"2.918,29";"274,00"
"14626250";"Krauschwitz i.d. O.L. / Krušwica";"Gemeinden";"19.613,46";"6.120,97";"6,40";"6,40";"6,39";"6,39";"6,38";"6,38";"6,38";"1,07";"1,07";"1,07";"1,07";"1,07";"1,07";"1,06";"6,66";"43,43";"3.165,20";"3.141,19";"134,00"
"14626260";"Kreba-Neudorf / Chrjebja-Nowa Wjes";"Gemeinden";"18.208,35";"6.109,01";"7,14";"7,14";"7,14";"7,14";"7,14";"7,14";"7,14";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"17,12";"34,28";"3.119,38";"9.119,57";"32,00"
"14626270";"Lawalde";"Gemeinden";"19.692,11";"5.716,45";"12,58";"12,58";"12,65";"12,65";"12,65";"12,65";"12,78";"1,51";"1,51";"1,51";"1,51";"1,51";"1,51";"1,51";"6,99";"25,09";"3.339,26";"5.622,44";"49,00"
"14626280";"Leutersdorf";"Gemeinden";"19.632,69";"6.008,89";"15,63";"15,63";"15,63";"19,67";"19,67";"19,73";"19,73";"0,94";"0,94";"0,94";"3,45";"3,40";"3,45";"3,45";"17,47";"35,13";"1.715,90";"1.522,35";"133,00"
"14626290";"Löbau, Stadt";"Gemeinden";"18.707,32";"6.343,46";"14,68";"15,29";"15,92";"16,25";"16,24";"16,26";"16,26";"1,38";"1,94";"2,32";"2,61";"2,60";"2,60";"2,59";"0,00";"24,10";"1.205,92";"1.381,00";"1.136,00"
"14626300";"Markersdorf";"Gemeinden";"19.940,33";"6.120,94";"9,67";"9,91";"9,91";"9,91";"9,93";"9,95";"9,96";"0,50";"0,75";"0,75";"0,75";"0,75";"0,74";"0,75";"13,72";"13,72";"3.134,44";"4.750,84";"116,00"
"14626310";"Mittelherwigsdorf";"Gemeinden";"19.022,00";"5.902,56";"11,44";"11,93";"11,99";"11,99";"11,99";"11,99";"12,02";"1,02";"1,43";"1,45";"1,45";"1,45";"1,45";"1,45";"6,79";"39,51";"2.659,03";"3.441,00";"116,00"
"14626320";"Mücka / Mikow";"Gemeinden";"18.310,57";"6.178,22";"8,30";"8,30";"8,30";"8,30";"8,30";"8,30";"8,30";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"0,70";"12,54";"29,86";"1.801,95";"10.023,17";"41,00"
"14626330";"Neißeaue";"Gemeinden";"19.057,56";"5.982,33";"7,09";"7,09";"7,09";"7,09";"7,09";"7,11";"7,33";"0,49";"0,49";"0,49";"0,49";"0,49";"0,46";"0,74";"16,75";"16,75";"2.746,68";"7.363,28";"75,00"
"14626350";"Neusalza-Spremberg, Stadt";"Gemeinden";"19.019,80";"6.146,72";"11,26";"11,35";"11,35";"11,61";"12,35";"12,40";"12,40";"0,79";"0,79";"0,79";"0,79";"1,00";"1,00";"1,00";"15,71";"20,43";"907,07";"1.124,34";"155,00"
"14626370";"Niesky, Stadt";"Gemeinden";"19.777,94";"6.539,86";"17,00";"17,04";"17,04";"17,04";"17,04";"17,04";"17,09";"2,84";"2,82";"2,82";"2,81";"2,81";"2,81";"2,81";"0,00";"24,93";"1.060,52";"1.329,60";"476,00"
"14626390";"Oderwitz";"Gemeinden";"19.522,70";"5.837,63";"13,23";"13,23";"13,23";"13,23";"13,26";"13,28";"13,34";"2,95";"2,95";"2,95";"2,95";"2,95";"2,92";"2,92";"10,53";"39,02";"784,28";"1.655,05";"195,00"
"14626400";"Olbersdorf";"Gemeinden";"18.432,83";"6.652,02";"21,31";"21,31";"21,37";"21,37";"21,37";"21,37";"21,37";"5,34";"5,34";"5,47";"5,47";"5,47";"5,41";"5,41";"6,58";"40,77";"530,90";"700,84";"286,00"
"14626410";"Oppach";"Gemeinden";"17.392,98";"6.073,89";"19,40";"19,52";"19,62";"19,75";"21,12";"21,50";"21,50";"1,38";"1,38";"1,38";"1,38";"1,38";"1,38";"1,38";"16,63";"17,48";"647,50";"805,90";"103,00"
"14626420";"Ostritz, Stadt";"Gemeinden";"18.243,07";"6.369,40";"10,90";"10,99";"10,82";"10,82";"10,82";"10,86";"10,78";"1,19";"1,19";"1,19";"1,19";"1,19";"1,19";"1,19";"16,91";"16,91";"1.297,02";"1.035,27";"122,00"
"14626430";"Oybin";"Gemeinden";"19.028,05";"5.831,50";"11,00";"11,00";"11,00";"11,00";"11,00";"11,00";"11,05";"2,52";"2,52";"2,52";"2,52";"2,46";"2,46";"2,46";"12,44";"46,63";"3.178,92";"4.077,31";"41,00"
